#62101,"Retail and wholesale buyers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#62200,Chefs,2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#62201,"Funeral directors and embalmers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#62202,"Jewellers, jewellery and watch repairers and related occupations",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#63100,"Insurance agents and brokers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#63101,"Real estate agents and salespersons",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#63102,"Financial sales representatives",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#63200,Cooks,3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#63201,"Butchers - retail and wholesale",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#63202,Bakers,3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#63210,"Hairstylists and barbers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#63211,"Estheticians, electrologists and related occupations",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#63220,"Shoe repairers and shoemakers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#63221,Upholsterers,3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#64100,"Retail salespersons and visual merchandisers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64101,"Sales and account representatives - wholesale trade (non-technical)",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64200,"Tailors, dressmakers, furriers and milliners",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64201,"Image, social and other personal consultants",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64300,"Maîtres d'hôtel and hosts/hostesses",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64301,Bartenders,4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64310,"Travel counsellors",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64311,"Pursers and flight attendants",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64312,"Airline ticket and service agents",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64313,"Ground and water transport ticket agents, cargo service representatives and related clerks",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64314,"Hotel front desk clerks",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64320,"Tour and travel guides",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64321,"Casino workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64322,"Outdoor sport and recreational guides",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64400,"Customer services representatives - financial institutions",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64401,"Postal services representatives",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64409,"Other customer and information services representatives",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#64410,"Security guards and related security service occupations",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#65100,Cashiers,5,"Short work demonstration and no formal educational requirements"
#65101,"Service station attendants",5,"Short work demonstration and no formal educational requirements"
#65102,"Store shelf stockers, clerks and order fillers",5,"Short work demonstration and no formal educational requirements"
#65109,"Other sales related occupations",5,"Short work demonstration and no formal educational requirements"
#65200,"Food and beverage servers",5,"Short work demonstration and no formal educational requirements"
#65201,"Food counter attendants, kitchen helpers and related support occupations",5,"Short work demonstration and no formal educational requirements"
#65202,"Meat cutters and fishmongers - retail and wholesale",5,"Short work demonstration and no formal educational requirements"
#65210,"Support occupations in accommodation, travel and facilities set-up services",5,"Short work demonstration and no formal educational requirements"
#65211,"Operators and attendants in amusement, recreation and sport",5,"Short work demonstration and no formal educational requirements"
#65220,"Pet groomers and animal care workers",5,"Short work demonstration and no formal educational requirements"
#65229,"Other support occupations in personal services",5,"Short work demonstration and no formal educational requirements"
#65310,"Light duty cleaners",5,"Short work demonstration and no formal educational requirements"
#65311,"Specialized cleaners",5,"Short work demonstration and no formal educational requirements"
#65312,"Janitors, caretakers and heavy-duty cleaners",5,"Short work demonstration and no formal educational requirements"
#65320,"Dry cleaning, laundry and related occupations",5,"Short work demonstration and no formal educational requirements"
#65329,"Other service support occupations",5,"Short work demonstration and no formal educational requirements"
#70010,"Construction managers",0,"Management responsibilities"
#70011,"Home building and renovation managers",0,"Management responsibilities"
#70012,"Facility operation and maintenance managers",0,"Management responsibilities"
#70020,"Managers in transportation",0,"Management responsibilities"
#70021,"Postal and courier services managers",0,"Management responsibilities"
#72010,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72011,"Contractors and supervisors, electrical trades and telecommunications occupations",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72012,"Contractors and supervisors, pipefitting trades",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72013,"Contractors and supervisors, carpentry trades",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72014,"Contractors and supervisors, other construction trades, installers, repairers and servicers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72020,"Contractors and supervisors, mechanic trades",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72021,"Contractors and supervisors, heavy equipment operator crews",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72022,"Supervisors, printing and related occupations",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72023,"Supervisors, railway transport operations",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72024,"Supervisors, motor transport and other ground transit operators",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72025,"Supervisors, mail and message distribution occupations",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72100,"Machinists and machining and tooling inspectors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72101,"Tool and die makers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72102,"Sheet metal workers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72103,Boilermakers,2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72104,"Structural metal and platework fabricators and fitters",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72105,Ironworkers,2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72106,"Welders and related machine operators",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72200,"Electricians (except industrial and power system)",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72201,"Industrial electricians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72202,"Power system electricians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72203,"Electrical power line and cable workers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72204,"Telecommunications line and cable installers and repairers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72205,"Telecommunications equipment installation and cable television service technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72300,Plumbers,2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72301,"Steamfitters, pipefitters and sprinkler system installers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72302,"Gas fitters",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72310,Carpenters,2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72311,Cabinetmakers,2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72320,Bricklayers,2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72321,Insulators,2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72400,"Construction millwrights and industrial mechanics",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72401,"Heavy-duty equipment mechanics",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72402,"Heating, refrigeration and air conditioning mechanics",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72403,"Railway carmen/women",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72404,"Aircraft mechanics and aircraft inspectors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72405,"Machine fitters",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72406,"Elevator constructors and mechanics",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72410,"Automotive service technicians, truck and bus mechanics and mechanical repairers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72411,"Auto body collision, refinishing and glass technicians and damage repair estimators",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72420,"Oil and solid fuel heating mechanics",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72421,"Appliance servicers and repairers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72422,"Electrical mechanics",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72423,"Motorcycle, all-terrain vehicle and other related mechanics",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72429,"Other small engine and small equipment repairers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72500,"Crane operators",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72501,"Water well drillers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72600,"Air pilots, flight engineers and flying instructors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72601,"Air traffic controllers and related occupations",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72602,"Deck officers, water transport",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72603,"Engineer officers, water transport",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72604,"Railway traffic controllers and marine traffic regulators",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#72999,"Other technical trades and related occupations",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#73100,"Concrete finishers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73101,Tilesetters,3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73102,"Plasterers, drywall installers and finishers and lathers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73110,"Roofers and shinglers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73111,Glaziers,3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73112,"Painters and decorators (except interior decorators)",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73113,"Floor covering installers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73200,"Residential and commercial installers and servicers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73201,"General building maintenance workers and building superintendents",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73202,"Pest controllers and fumigators",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73209,"Other repairers and servicers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73300,"Transport truck drivers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73301,"Bus drivers, subway operators and other transit operators",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73310,"Railway and yard locomotive engineers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73311,"Railway conductors and brakemen/women",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73400,"Heavy equipment operators",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73401,"Printing press operators",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
